ihr,m
1.3728987238181,-0.00818421676932925
1.35746551572431,-0.0199381587031617
1.37013725470238,-0.0113941659921651
1.40016603103338,0.00966100932557869
1.42183926180439,0.0246754016305812
1.4169644112196,0.0205577455891446
1.39057572045494,0.000966280177878485
1.36500449066788,-0.0180064485782694
1.35863730283222,-0.0231414702021033
1.37056909617958,-0.0151122678419864
1.38549467639586,-0.00493234305700921
1.39190815119812,-0.000863539833814907
1.39356481676803,-0.000201180661957271
1.4027636623291,0.00587985568616522
1.42428952647234,0.0208012069016757
1.44848690257729,0.0376337127313962
1.4609161711621,0.0460366291786217
1.45733000861825,0.0429830456300499
1.44725608406472,0.0353048998160006
1.44281537636159,0.0316755312164366
1.44598508396539,0.0335029712297262
1.44867754685886,0.0350024428437693
1.44491790874554,0.031907654739816
1.44046343745993,0.0283342278297262
1.44810300720057,0.0334092820793984
1.47312802019009,0.0508984989218052
1.5048358102621,0.0731572518782907
1.52394568181068,0.086436468906344
1.51918708556094,0.0827130716310013
1.4968674976939,0.0664965388489916
1.47439969205707,0.0501999948039009
1.46443250214554,0.0428300870792204
1.46450613793385,0.0426283439029557
1.4609648342274,0.0398697536765433
1.44255472005399,0.0265474577939146
1.41134993939544,0.00414324797110268
1.38206868021361,-0.0168688370818506
1.37087559035521,-0.0249938278749778
1.38271675458804,-0.0167213685046977
1.40676546677298,0.000243308202371394
1.42332468359275,0.0118939369044637
1.41727313137813,0.00748374723323371
1.38841211173825,-0.0131236476547177
1.35117142938346,-0.0396689466072277
1.32386955238916,-0.059133203069443
1.31556209213295,-0.0650832698888871
1.32034485007766,-0.0617172463670326
1.32317985516759,-0.0597223697245873
1.31245646615019,-0.0673492802774937
1.28957658645649,-0.0836019840612181
1.26842882278995,-0.0986117195804254
1.26527616799147,-0.10082170781011
1.28649316388118,-0.0857005109497667
1.32307411882332,-0.0596458200636099
1.35613919652811,-0.0360742450431032
1.36986603664869,-0.0262327963648777
1.36251161973418,-0.03136389970425
1.3469245627476,-0.0423369609547342
1.33968301234306,-0.0473659189993665
1.34748788062218,-0.0416831900635371
1.36254928500781,-0.0308250779209721
1.37141667437866,-0.0243577667259149
1.36937353836834,-0.0256392078789913
1.36654082740601,-0.0274708158441551
1.3789681861277,-0.0184286386860185
1.41246326505364,0.00562904850611076
1.45473323964163,0.0359586477658099
1.48414298578944,0.0571547902552331
1.4875042164688,0.0598152666932239
1.47043342189675,0.0479288128028171
1.45095082556025,0.0343293693881741
1.44304707169933,0.0289912326172825
1.44598005180397,0.0313919289287928
1.4485876084746,0.0335741647509475
1.44307409881667,0.0299736823235623
1.43428170189326,0.0240418216381718
1.43574033757921,0.0254392921377457
1.45655018223535,0.0406755411578001
1.49114248781697,0.065785618298168
1.52088627584633,0.0874597160074286
1.52636515407459,0.0918059370826261
1.50083633143886,0.0739787519002923
1.4548271038552,0.0414868271340747
1.40858352220098,0.00881064927054449
1.37802545344365,-0.012644670253684
1.36473240605409,-0.02173312334586
1.35755168863404,-0.0264367880249727
1.34429877906255,-0.0354922127892814
1.32361500161397,-0.0498812880387564
1.30671470687513,-0.0615584953516824
1.3074784130899,-0.0605470254469252
1.32971836525756,-0.0440878222983292
1.36294034002238,-0.0197055165773916
1.3901402436018,0.000375721928011264
1.40045387138167,0.00832706570552797
1.39577283370599,0.00549186270663816
1.38662697443875,-0.000557962421861135
1.38222473907276,-0.00318732580531689
1.38366448502909,-0.00159856238296958
1.38520891306332,7.27683826205683e-05
1.38106671619564,-0.00235709549481185
1.37119482423725,-0.00892670217753079
1.36165897830291,-0.0152569449949022
1.36009180392374,-0.0158249272899348
1.37024591614408,-0.00790421201529466
1.38948668701948,0.00661082887358125
1.41042486625814,0.022375006676962
1.4251412360623,0.0336462781675346
1.42924401786128,0.0372290434637904
1.42357186095818,0.0337182054899584
1.41298307753379,0.0266306102482762
1.40330295552176,0.0201943515540368
1.39829274190088,0.0171460160816392
1.39818789458226,0.017662347816164
1.40030166959213,0.0197923168834256
1.40109376364044,0.0209583443227033
1.39850096212806,0.0196538461080008
1.3933543368661,0.0164802648224477
1.38919585392382,0.0140192444490056
1.39051012909214,0.0155467329608534
1.40009985177148,0.023116859343232
1.41684938895494,0.0359232327585934
1.43517479209925,0.0498886992810322
1.44683222338913,0.0589803046421333
1.4445486672659,0.0578633075267022
1.42573376544854,0.0446231536478722
1.39415953464006,0.0220060125389438
1.35841546678632,-0.00370247716977818
1.32776314704061,-0.0257106493305763
1.30763209374212,-0.0400269091671759
1.29735932495087,-0.0471272230531279
1.29156764169137,-0.0509529388257461
1.28441430948909,-0.0557950536347209
1.27403135012692,-0.063028914883956
1.26406694900967,-0.0699735615191487
1.26092286883265,-0.0719167992343659
1.26835689817064,-0.0660859822709089
1.28351274828522,-0.0545766356643182
1.29794456186259,-0.0436066242587754
1.30351191425679,-0.0391776433575991
1.29874206660608,-0.0423827559341684
1.29022824580919,-0.0483665283673441
1.2874075088801,-0.0501689455437953
1.29481715721279,-0.0444379639839245
1.3084871107311,-0.0340984338398861
1.31975325531058,-0.0255446799719405
1.32320285136031,-0.0227760392926583
1.3216881216653,-0.0236898107460903
1.32398977350736,-0.0218009378904086
1.33737386403611,-0.0117386650166246
1.36172774257419,0.00641749475252928
1.39011360473741,0.0275421526187787
1.41445916236077,0.0456678636480731
1.43071998193628,0.0578023316020386
1.43922911581042,0.0641892972480916
1.44126569665449,0.0657728079221905
1.43650116950994,0.0623088280337205
1.42431380879093,0.0533369818117285
1.40705591289302,0.0405968399489871
1.39067534483395,0.0284877131982922
1.38072473434914,0.0211168005284639
1.37711215262702,0.0184164600331068
1.37324905386222,0.0155143694070059
1.36167208236983,0.00689206267670218
1.34188629515989,-0.00781478603777196
1.32325866532189,-0.0216786293475545
1.31940996330545,-0.0246297369818401
1.33771694020488,-0.0112187473954006
1.37200507823722,0.0139845629336457
1.40450525067356,0.0378440516184075
1.41638702372095,0.0464473091772669
1.3999104409395,0.0340845799299574
1.36386850121512,0.00726209693700756
1.32827833632539,-0.0192299893932652
1.31142989480474,-0.0318886940144603
1.31789954401223,-0.0273450714950385
1.33609859418696,-0.0141620538417266
1.34758607295897,-0.0059494523124288
1.34156250909381,-0.0106674076575662
1.32339914451152,-0.0243448384758494
1.31020821315093,-0.0343612573432297
1.31682186190049,-0.0297912995100716
1.34363369701379,-0.0103586492369922
1.37626261339742,0.0133331229444346
1.39689227093326,0.0281657331625493
1.39734796940038,0.0281334848299478
1.38322810596688,0.017370264420928
1.36697852492086,0.00503905305816441
1.35736152418873,-0.00241792351794345
1.35461349849051,-0.00483213866042619
1.35389367944105,-0.00576405041326558
1.35168952328684,-0.00779351596797778
1.34834272258586,-0.0106681110772515
1.34533496960303,-0.0132996922077744
1.34194703593827,-0.0162154865342403
1.33602808667219,-0.0209908458541752
1.32819862784583,-0.0271684116491924
1.32414175343278,-0.0305852329089223
1.33108220948456,-0.0259579365689718
